RSK,RSKF,VPM,TMK,UPM,TXK,TNK,TGK,evapo_p,evapo_r,soil_moist
0.3,4,188,20.2,8000,23.6,17.4,17.3,27.3356643356643,26.1748251748252,76.3846153846154
0.2,4,189,19.3,8500,23.3,15.8,13.4,20.3146853146853,18.993006993007,81.7902097902098
0,0,153,19.2,7100,24.5,14.5,12.6,37.5454545454545,32,79.7832167832168
0,0,152,21.2,6300,27.8,13.7,10.5,46.8741258741259,36.951048951049,77.2377622377622
0,0,163,24.1,5700,31.4,17.2,14.1,48,36.3216783216783,74.5944055944056
0.6,4,200,21.5,7800,25.6,16.9,14.3,30.4405594405594,24,73.4055944055944
16.7,4,211,19.9,9100,23.8,17.7,15.8,22.958041958042,20.7482517482517,78.958041958042
0,0,181,19.9,8000,25.4,15.4,13.5,33.972027972028,27,77.1818181818182
6.3,4,193,20.1,8200,23.8,15.8,13.4,30,27.5034965034965,78.7132867132867
0.1,4,165,18.2,8000,20.3,16.1,14.7,27.1398601398601,25.006993006993,78.4405594405594
0,0,165,20.4,7000,26.4,14.8,12.9,37.2587412587413,29.1538461538462,76.2377622377622
0,0,183,23.2,6600,29,16.6,14.1,45,33.1048951048951,73.8321678321678
0.4,4,188,20.5,7800,23.8,17.2,14.2,24.2587412587413,21,74.0979020979021
0,0,156,19.5,6900,24,16.2,14.1,34.0769230769231,24.8531468531469,72.4055944055944
1.1,4,187,20.6,7700,23.7,16.7,13,29.5524475524476,24,71.0909090909091
0,0,164,20.3,7100,26.1,15.4,13.1,38.8531468531469,26.6783216783217,69.3636363636364
0,0,164,22.1,6300,27.3,16.9,14.2,41.8671328671329,27.3776223776224,67.5104895104895
0,0,205,24.8,6600,31.9,16.7,14.6,47,28.8951048951049,65.4545454545455
0.6,4,230,27.1,6500,35.1,20.4,18,45.986013986014,37.3356643356643,69.972027972028
4,4,216,21.3,8600,26.5,17.2,16.1,22.0839160839161,19.5454545454545,72.1888111888112
0,0,193,21.4,7700,26.8,16.2,14.3,35,26,71.3846153846154
2.7,4,191,21.2,7600,24.8,17.4,14.1,28.2377622377622,20.8881118881119,70.8251748251748
11.3,4,196,20.7,8100,25,18,17.7,24.9510489510489,22.8881118881119,72.6993006993007
0.7,4,168,18.3,8100,22.4,14.9,14,23.993006993007,22.1748251748252,73.7482517482517
0,0,143,18.1,7000,23,12.8,10.4,28.1398601398601,21.006993006993,72.1538461538462
4.2,4,165,20.6,6900,26.1,15.4,11.8,33.8951048951049,29.6083916083916,71.8181818181818
0,4,135,16.6,7200,20.5,12.9,10,30.6083916083916,25.5174825174825,71.1888111888112
0,0,136,18.7,6400,24.2,12.8,9.7,35.5734265734266,25,69.4965034965035
3.7,4,169,20.5,7000,25.2,17.4,13.3,30.8391608391608,23.7622377622378,68.7552447552448
13.8,4,200,22.3,7800,30.5,16.3,15.2,40.6993006993007,37.3356643356643,71.6573426573427
0,0,136,16.8,7300,20.9,12.7,9.8,29.4545454545455,22,70.4335664335664
0,0,130,16.7,6900,22,11.2,8.7,27.006993006993,18.972027972028,69.1118881118881
0,0,135,19.6,6200,26.4,13,10,35,23,67.6503496503497
0,0,173,22.5,6500,29.7,13.8,11.4,38,23.9440559440559,65.8881118881119
1.5,4,193,23.9,6600,29.9,18.4,14.6,37,22.8741258741259,64.4195804195804
0,4,169,18.1,8100,20.5,15.9,14.6,20.8811188811189,15.9160839160839,64.5664335664336
0,0,158,19.5,7000,24.8,15.1,13.9,30.2307692307692,17,63.1818181818182
0,0,192,22.7,6900,29.6,16,14,36.3496503496503,19.979020979021,61.958041958042
0,0,204,22.8,7400,30,17.8,15.1,28.6153846153846,20.6923076923077,63.4965034965035
1.9,4,203,21.8,7800,27.4,17.1,14.4,26.027972027972,18.8951048951049,63.6853146853147
13.7,4,194,18,9400,19,16.4,15.9,13.972027972028,13,70.8111888111888
0,0,193,22.1,7500,29.5,16.6,16.8,30.8811188811189,25.2797202797203,70.0839160839161
0,0,178,21.1,7100,25.2,17.8,15,20.8251748251748,17.5734265734266,69.7832167832168
0,0,183,21.5,7400,28.6,15.2,12,28,21,68.5594405594406
0,0,167,19.9,7200,24,15,11.7,21.972027972028,17,67.4545454545455
5.4,4,156,15.8,8600,20,13.3,10.6,17.4475524475524,16.3496503496504,69.4685314685315
15.1,4,132,14.4,8100,18.1,10.9,8.9,16.6433566433566,15.7482517482517,70.6923076923077
10.1,4,118,10.9,9000,16.1,7.2,5.8,20.0979020979021,19.5174825174825,76.9090909090909
1.6,4,102,9.9,8400,15.6,7.3,4.8,13.006993006993,12,76.979020979021
1.2,4,109,10.5,8600,16.3,6.4,4,14.951048951049,13.986013986014,76.5384615384615
0,0,98,11.1,7700,17.5,6.3,3.7,15.4825174825175,13,75.5944055944056
0,0,117,13.3,7700,18.4,7.4,4.6,15.3286713286713,12,74.6363636363636
0,0,145,16.4,7900,20.7,13.6,13.4,14.2027972027972,11.1678321678322,73.7832167832168
0,0,151,15.3,8700,17.4,13.4,12.3,14.5034965034965,11,73.020979020979
0,0,163,17.1,8400,22.1,13.4,12,18.9300699300699,14,72
0.2,4,164,16.8,8600,21.5,14,11.5,17.9090909090909,13.9160839160839,71.2377622377622
0,0,142,17.4,7200,23,12.3,10.7,21.3986013986014,15,70.1538461538462
0,0,145,18.2,7100,25.2,12.1,9.1,20.2097902097902,14.006993006993,69.1678321678322
0.1,4,149,18.5,7200,24.9,12.9,9.6,19.2657342657343,13,68.3286713286713
0.2,4,158,16.8,8200,21.3,12.4,8.6,14,11,68.1748251748252
0.6,4,143,15.1,8400,19.9,11.9,8.5,12.5314685314685,11.6573426573427,69.6083916083916
16.1,4,152,14.6,9100,16.7,13.5,11.2,10,10,74.2027972027972
7,4,159,15.4,9100,18.8,13.1,11.6,15.4825174825175,15.3216783216783,82.3146853146853
4.9,4,118,13.2,7800,17,10.1,9,15,14.986013986014,83.9090909090909
0.5,4,105,10.3,8500,15.3,7.8,5.3,12.951048951049,12,83.6503496503497
0,0,94,10,7800,14.4,5.8,2.8,11.1048951048951,10,82.5734265734266
4.4,4,115,11.8,8200,15.1,7.5,4.4,10.972027972028,10.9160839160839,84.4335664335664
9.6,4,132,12.5,9100,13.8,11.4,11.1,10,9.99300699300699,87.8321678321678
1,4,122,10.9,9400,13.2,7.3,5.4,7.62237762237762,7,87.7202797202797
0,0,99,9.3,8500,13.4,6,4.3,8.27972027972028,7.98601398601399,86.6573426573427
0,0,100,9.7,8400,15,5.7,2.9,9,8,85.5384615384615
0,0,92,9.2,8100,15.4,3.6,0.8,10,9,84.8181818181818
0,0,98,10.9,7600,16.2,5.5,2.5,10.986013986014,9.38461538461539,83.9090909090909
1,4,143,15.6,8100,19.2,11.9,9,13,12.048951048951,84.1538461538462
1.1,4,149,16.5,7900,19.4,13.6,9.9,13.2937062937063,13.041958041958,85.020979020979
41.9,4,149,14.3,9200,15.8,12.8,11,9,9,97.4055944055944
4.8,4,125,12.2,8700,15.1,8.8,8.2,13.048951048951,13.034965034965,102.244755244755
0,0,93,9.2,8100,13.9,5.5,3.3,9,9,100.482517482517
3.3,4,98,9.5,8200,13.9,5,2.8,7,7,99.2867132867133
0.7,4,98,9.1,8400,12,6.1,3.4,13.1888111888112,13.1468531468531,99.1328671328671
3,4,95,7.6,9100,10.8,4.7,1.4,4,4,99.2307692307692
0,0,97,8.8,8600,14.7,3.8,1.4,7.76923076923077,7.55944055944056,97.8671328671329
0.1,4,135,15.2,7800,22.9,7.8,5.5,11.2937062937063,11,96.2587412587413
0,4,162,17.4,8100,20.7,15.5,13.6,9,9,95.5454545454545
1.1,4,162,16.6,8700,21.6,12,9.7,7.91608391608392,7,95.0979020979021
3.7,4,148,14.1,9200,16.8,11.6,8.5,7.17482517482518,7.16783216783217,97.7692307692308
1.4,4,135,14.8,8100,18.2,11.1,8.1,9.25174825174825,9.11188811188811,96.9370629370629
8,4,152,14.1,9400,17.5,12.7,12.5,8,8,97.5734265734266
0,4,121,11.5,8900,15.6,8.7,5.9,10.8321678321678,10,97.8951048951049
0,4,116,11.4,8600,16.9,7.4,4.6,5,5,97.1888111888112
0,4,114,10.8,8700,16,6,4,5.32167832167832,5,96.4615384615385
0,0,140,14.6,8400,19.6,10.8,7.9,8,7.57342657342657,96.041958041958
0,4,133,15.8,7600,23,11.1,7.5,8,7.00699300699301,95.3146853146853
0.3,4,137,13.2,9000,15.6,10.8,7.1,5,5,94.979020979021
3.5,4,138,14,8700,16.1,12.1,9.6,6,5.98601398601399,95.1188811188811
4,4,143,12.9,9600,14.1,12.2,11.6,6,6,95.8671328671329
0.7,4,140,12.5,9700,13.5,11.5,11.3,4,4,95.7062937062937
0,4,125,11.9,9000,16.2,7.2,4.5,4,4,95.2937062937063
1.3,4,115,9.3,9800,10.4,7.1,4.2,2,2,94.8601398601399
0.1,4,103,9.4,8700,10.9,4.2,1.7,5,4.99300699300699,94.6433566433566
0,0,91,7.8,8600,14.5,2.7,0.5,5,4,94.2797202797203
0,0,90,7.6,8600,12.6,2.9,0.8,3.95104895104895,3.38461538461538,93.958041958042
0,0,80,6.7,8200,13.8,2.1,-0.5,3,3,93.7692307692308
0,4,86,5.3,9700,7.1,2,-0.2,1,1,93.6713286713287
0,0,82,4.6,9600,5.2,3.6,4.1,1,1,93.6153846153846
0,0,74,5.1,8500,7,3.7,3.9,2,2,93.5594405594406
0,0,92,7.9,8600,8.5,6.9,6.6,2,2,93.3006993006993
0.2,4,104,8.9,9100,10.6,7.8,7.6,2,2,93.1398601398601
15.8,4,105,9,9200,12.3,7.7,7.5,5.88111888111888,5.88111888111888,96.0489510489511
0,0,93,7.6,8900,9,6.1,4,5,5,96.1818181818182
7.1,4,97,7,9600,8.8,4.6,2.6,2,2,96.8811188811189
1.6,4,105,9,9200,10.2,8,7.6,4.23076923076923,4.24475524475525,97.1328671328671
0,0,96,7.9,9000,8.9,7.1,5.3,3,3,96.6923076923077
4.5,4,78,6.9,7800,7.5,6.3,6.1,4,4,96.2237762237762
12.6,4,84,6.5,8600,8.3,4.6,1.7,7.55944055944056,7.5034965034965,98.4405594405594
9,4,76,5.1,8700,8.2,2.8,1.1,6.00699300699301,6.00699300699301,101.405594405594
13.8,4,88,5.6,9500,11.1,1.1,0.5,4.44055944055944,4.44055944055944,111.412587412587
2.5,4,65,2,9200,3.2,0.4,-1.3,3.99300699300699,3.99300699300699,111.118881118881
0.1,4,55,0.8,8500,2.9,-1.3,-3.8,3,3,109.307692307692
5.4,4,61,1.5,8800,3.5,-1,-3.3,3.25174825174825,3.25174825174825,108.027972027972
5.8,4,64,3.9,8000,9.4,1.1,-0.9,5.18181818181818,5.18181818181818,107.867132867133
0,0,101,13.4,6600,17,7.7,6.7,16.9510489510489,16.8741258741259,106.146853146853
6.6,4,108,13.5,7200,17.5,8.7,7.1,12,12,105.755244755245
0.4,4,92,8.8,8200,11.5,6.9,4,4.84615384615385,4.76923076923077,104.965034965035
4.2,4,95,8.6,8400,11.6,6.9,5.9,8.16783216783217,8.16783216783217,106.356643356643
0,0,81,6.9,8100,9.4,5.3,1.8,6,6,105.335664335664
0,0,71,4.5,8500,7.5,0.7,-2.5,3,3,103.895104895105
0,0,56,4.4,6800,9.6,-0.3,-4.1,4,3.97202797202797,102.727272727273
0.1,4,57,5.5,6400,10.4,1.7,-2.9,4,3.97902097902098,101.65034965035
3.5,4,97,8.7,8600,11,6,5.2,3.31468531468531,3.25874125874126,102.013986013986
1.3,4,81,6.1,8500,8,4,2.2,5.01398601398601,5.01398601398601,101.839160839161
0,0,71,4.1,8600,5,2,-1.4,2,2,101.181818181818
13.9,4,73,4.8,8400,7.2,3.1,0.4,3.23776223776224,3.23776223776224,104.944055944056
4.3,4,89,7.2,8800,8.2,4.5,2,10.4195804195804,10.4195804195804,110.65034965035
1.4,4,82,7.3,7900,9.8,4.6,2.1,7.48251748251748,7.48251748251748,110.076923076923
0.5,4,77,6.2,8100,8.1,3.8,2.2,4,4,108.335664335664
2.2,4,75,4.7,8800,5.5,3.9,2.8,5.47552447552448,5.47552447552448,106.804195804196
0,0,73,4.6,8600,5,3.6,3.5,3,3,105.013986013986
0,0,65,2.8,8700,3.6,2.4,2.4,1.98601398601399,1.98601398601399,103.552447552448
0,0,64,2.2,8900,2.9,1.6,1.8,1,1,102.384615384615
0,0,55,0.9,8400,1.7,-1.4,-3.6,1.91608391608392,1.82517482517483,101.706293706294
1.8,4,66,2.5,9000,4.8,1.2,1,1.36363636363636,1.36363636363636,101.447552447552
0.9,4,90,6.2,9400,9.1,3.3,2.2,3,3,101.482517482517
2.6,4,110,9.6,9200,10.3,9,8.2,5.04895104895105,5.01398601398601,101.608391608392
0,4,92,8.1,8500,9,6.9,5.6,3.01398601398601,3.00699300699301,101.27972027972
4.1,4,96,10.4,7500,12.5,7,5.1,6.41258741258741,6.06993006993007,100.958041958042
12.5,4,100,8.4,8900,13.3,3.6,2,9.72727272727273,9.72727272727273,105.685314685315
1.4,4,71,4.2,8600,5.5,2.6,0.6,5,5,104.811188811189
7.1,4,91,6.9,9200,9.1,4.8,4.2,6.21678321678322,6.21678321678322,106.447552447552
7.8,4,75,4.4,8800,8.6,2,0.2,6.97902097902098,6.97902097902098,108.475524475524
0.3,4,72,4.3,8700,7.5,2.1,-0.7,6.95104895104895,6.95104895104895,107.958041958042
3.4,4,77,4.1,9300,5.5,1.9,-1.3,2,2,106.839160839161
0.2,4,97,7,9700,8.8,5.5,5.3,1.00699300699301,1.00699300699301,105.713286713287
0,0,83,4.6,9800,6.6,2.3,2.6,1,1,104.356643356643
0,0,67,2.3,9300,7.7,-1,-3.5,1.61538461538462,1.61538461538462,103.027972027972
0,0,56,1.3,8400,6.7,-1.7,-4.4,0.93006993006993,0.958041958041958,102.538461538462
0,0,61,0.5,9600,2,-1.1,-4.2,0,0,102
0,0,68,2.2,9500,3.3,1.2,1.2,1,1,102
0,0,59,1.4,8700,4.2,-0.2,0.1,1.70629370629371,1.51048951048951,102
11.6,4,77,6.6,7900,8.7,4.1,3.2,7.12587412587413,7.06993006993007,104
0,0,72,3.4,9200,5.4,0.6,-2.1,3.02097902097902,3.02097902097902,107.846153846154
1,4,61,1.8,8700,2.8,0.5,-0.3,4.06993006993007,4.06993006993007,107.090909090909
1.5,4,62,1.7,9000,3,0.2,-2.2,2,2,105.93006993007
26.3,4,85,5.1,9100,11,-0.4,-0.5,4,4,114.58041958042
10.4,4,96,9.5,8100,13.5,4.7,2.9,16.9510489510489,16.9510489510489,113.538461538462
4.2,4,68,3.3,8800,5.3,1.6,0.2,7.97902097902098,7.97902097902098,112
5.6,4,63,2.8,8400,4.2,0.4,-0.5,4,4,113.034965034965
14.1,4,61,0.6,9600,1.2,0.2,0.1,2.32167832167832,2.32167832167832,114.398601398601
0,0,60,1.2,9100,2.8,0,-1.4,3.86013986013986,3.86013986013986,111.993006993007
0,0,60,0.6,9400,1.2,-0.5,-0.3,2,2,109.076923076923
0,0,58,1.8,8400,4.3,-0.8,-4.1,2.95804195804196,2.95804195804196,107
0,0,45,-0.4,7600,4.5,-3.3,-6,2,2,105
0.3,4,45,-0.3,7500,2.8,-4.3,-6.6,2,2,104
0.3,4,76,3,10000,4.3,1.4,1,1,1,103
0,0,67,2,9500,2.9,0.1,0.3,1.66433566433566,1.48251748251748,102.986013986014
0,0,56,-0.9,9800,0.2,-2,-2,0.986013986013986,0.972027972027972,102
0,0,51,-2,9700,-1,-3,-2.6,0.895104895104895,0.951048951048951,102
0,0,49,-2.6,9600,-0.8,-4.3,-5.4,0.454545454545455,0.517482517482518,102
0,0,52,-1.6,9500,-0.8,-2.3,-1.9,0,0,102
0,0,53,-0.3,8800,5.3,-3.8,-5.3,1.12587412587413,1.06293706293706,102
9.1,4,64,4.9,7300,7.5,-0.6,-2.8,3.36363636363636,3.72727272727273,103
2.2,4,74,4.6,8800,5.4,3.4,1.8,7.97202797202797,7.97202797202797,107
12.7,4,89,7.4,8600,8.8,5.2,3.3,7.53846153846154,7.53846153846154,108
17.1,4,102,8.5,9200,10.7,6.1,5.6,6,6,112.055944055944
4.8,4,74,4.4,8900,7.6,2.2,1.6,6.91608391608392,6.91608391608392,112.832167832168
0.4,4,90,9.7,7400,12.7,7,5,14.3286713286713,14.3286713286713,112
2.8,4,79,8.2,7300,11,7,3.9,10.0629370629371,10.0629370629371,109.160839160839
1.5,4,84,7.2,8300,9.5,6.1,3.5,10.034965034965,9.99300699300699,108.685314685315
8,4,85,5.4,9400,7,2.1,-0.8,3,3,110.055944055944
0,0,67,2.9,8900,6.6,0.7,-2.7,4.00699300699301,4.00699300699301,108.020979020979
0,0,54,1.8,7800,6.3,-1.9,-4.6,5.03496503496504,5,106.013986013986
0,0,49,1.1,7600,7.4,-3.3,-5.6,5,5,104.370629370629
0,0,53,2,7600,7.3,-3,-5.9,4,4,103
0.4,4,51,0.8,7900,3.5,-1.4,-4.2,2.66433566433566,2.08391608391608,102
0.1,4,70,3.3,9000,4.3,1.4,-0.8,2,2,102
0,0,71,3.8,8800,4.7,3.2,2.3,3.98601398601399,3.26573426573427,101.993006993007
0,0,55,3.2,7200,4.3,1.5,-0.2,7.72727272727273,7.08391608391608,101
0,0,57,4.1,6900,9,1.4,-1.4,8,8,100.146853146853
0,0,56,2.4,7800,5,-0.8,-3,5.98601398601399,5,100
3.9,4,55,2.3,7600,4,0.3,-0.4,5.41958041958042,5,101
0,0,65,4.5,7600,6.4,2,1.3,6,6,102
0,0,61,4.1,7500,6.3,2.3,-0.1,4,3.97202797202797,101
0.2,4,52,-0.1,8500,3.3,-1.6,-1.7,1.85314685314685,1.85314685314685,101.405594405594
0,0,53,0.6,8200,2.1,-1.1,-1.1,3,3,101
0,0,45,1.3,6800,3.4,-0.2,-1.6,4.13986013986014,3.93706293706294,101
0,0,41,0.2,6700,3.7,-2.7,-4.6,6.58741258741259,6.21678321678322,100
0,0,36,-1.3,6500,2.8,-4.3,-6.4,6.71328671328671,6.18181818181818,100
0,0,32,-1.4,6000,3.2,-5.5,-7.6,7.90909090909091,7.00699300699301,99.013986013986
0,0,29,1.6,4500,8,-3.9,-5.9,11.5594405594406,10.1328671328671,98.3846153846154
0,0,71,7.8,6500,12.7,2.6,-0.5,9.26573426573426,8,98
0,0,103,13.1,6900,18.5,9.5,6.7,14.9230769230769,12.9440559440559,97
1.7,4,98,12.3,6900,16.1,9.9,7.6,11.4125874125874,10.951048951049,96.7622377622378
0,0,93,10.9,7200,14.9,8.3,5.2,13,11,95.9370629370629
1.5,4,94,11.3,7100,13.7,9,6.1,11.2167832167832,11.041958041958,96.006993006993
0.5,4,89,9.8,7400,13.5,6.5,2.3,9,8,96.5174825174825
3.7,4,78,7.4,7600,11,5,2.3,10.7062937062937,10.4685314685315,97.5244755244755
0.3,4,73,6,7900,9.9,4.2,3,10.958041958042,10.958041958042,100
0,0,71,4.5,8400,6.2,2.1,-1.4,6,6,99.9370629370629
0,0,65,3.5,8300,5.8,-0.1,-3.3,5.31468531468532,5,99.3706293706294
0,0,58,3.5,7500,9.4,-2.1,-4.8,11.9160839160839,11,98.6083916083916
0,0,53,5.3,6300,12.9,-0.6,-4.1,13.3986013986014,12,97.7692307692308
0,0,50,6.3,5600,14.5,-1.2,-4.1,14.4895104895105,12.7202797202797,96.8321678321678
0,0,47,9.7,4200,17.5,1.8,-3.1,19,16,95.6083916083916
0,0,59,12.3,4300,19.4,5.9,0,22,18,94.013986013986
0,0,67,13.6,4400,19.8,7.6,2.1,21.8461538461538,17.034965034965,93
0,0,63,13,4500,20.5,5,0.9,23.5664335664336,18.5664335664336,91.9230769230769
0,0,63,11.9,4800,19.1,3.8,-0.2,21,16,90.7412587412587
0,0,60,10.6,5000,17.5,3.3,-0.1,18,14,89.9510489510489
0,0,68,4.4,8100,7,1.4,-1.6,5.17482517482518,5,89.8671328671329
0.1,4,63,4.1,7700,7.9,0.8,-2.9,8,7,89.2307692307692
2.1,4,59,4.3,7200,8.6,1.5,-2,7.98601398601399,6.70629370629371,89.7202797202797
0,4,57,3.3,7400,7,0.4,-1.6,9.98601398601399,8.27272727272727,89
0,0,55,3.1,7200,7.2,-0.7,-3.2,14.6433566433566,11.3006993006993,88
0.1,4,51,4.3,6400,9.7,-0.9,-3,16.8041958041958,13,87.006993006993
0,0,50,5.5,5700,9.2,1.3,-2.7,19.5314685314685,14.9370629370629,86
0,0,32,5.3,3900,12,-1.1,-5,24.2097902097902,18.1398601398601,85
0,0,48,10.1,3800,18.1,1.4,-3.2,25,19,83.8251748251748
0,0,66,13,4500,18.8,7.5,2,25,19,82.013986013986
0,0,76,15.6,4500,23,7.6,4.2,36.048951048951,26.6293706293706,80.2867132867133
1.2,4,77,13.9,4900,19.5,8.9,6.6,32.4545454545455,25.8951048951049,78.993006993007
3.3,4,112,12.2,7900,15.5,9.7,8.3,16.1398601398601,14.4825174825175,79.4545454545455
2,4,112,11.4,8300,14.8,6.4,3.5,16.986013986014,14,78.8391608391608
0.3,4,83,7.9,7800,12.4,4.9,4.7,16.0769230769231,13,77.958041958042
0,0,84,8.5,7600,10.5,7,6.2,9.98601398601399,8.13986013986014,77.7832167832168
0,0,74,9.8,6300,16.3,3.4,-0.8,21,15.048951048951,76.7412587412587
0.1,4,78,11,6100,18,4.7,0.3,25.6153846153846,18,75.2727272727273
0,0,73,9.7,6200,14.4,6.1,1.3,23.3566433566434,16.972027972028,74.1048951048951
0.6,4,79,8.9,6900,13.7,5.8,3.3,17.7062937062937,14.8671328671329,73.7482517482517
0,0,68,8.8,6100,13.4,5.5,1.3,19.3356643356643,13,72.7832167832168
0,0,65,8.7,6000,14.4,2.3,0.1,25.3216783216783,16.9510489510489,71.6153846153846
0,0,70,11.6,5300,17.8,5.3,2.8,35.2237762237762,21.9300699300699,69.9300699300699
0,0,75,14.5,4800,22.1,6.9,2.4,38.1258741258741,21.0699300699301,68.6573426573427
0,0,76,15.6,4500,22.5,6.8,2.7,36.7552447552448,18.8601398601399,67.2377622377622
0,0,69,11.4,5200,17.3,6.7,3.6,35.1328671328671,16.7972027972028,66
0,0,39,7.1,4000,11.2,2.3,-1,31.4125874125874,14,65.041958041958
0,0,46,8,4400,13.7,1.2,-3,28.8111888111888,11.7972027972028,64.2377622377622
0,0,54,10.3,4500,16.6,2.1,-1.3,30.020979020979,11.4335664335664,63.6433566433566
0,0,75,9.4,6500,14.7,4,0.8,25.8111888111888,8.95104895104895,62.9440559440559
0,0,78,9.2,6800,14.5,6.2,1.8,17.8601398601399,6,62.6293706293706
0,0,88,10.6,7200,19,4.1,0.1,29,8.92307692307692,61.8951048951049
1.1,4,88,16.1,5200,24.2,7.1,3,44.1048951048951,12.1678321678322,61.013986013986
6.2,4,122,14.3,7500,18.1,9.5,4.7,22.5454545454545,12,61.7062937062937
0,4,100,13.7,6700,19.8,8.1,3.7,29.0489510489511,11,60.986013986014
0.3,4,117,15.2,6800,22.7,9.2,5.8,26.8041958041958,18.6573426573427,62.1048951048951
1.7,4,112,11.2,8400,14.2,8.2,6.6,11.7412587412587,8.74125874125874,65
7.7,4,93,9.2,8000,11.5,7.3,7.1,10.1398601398601,8,66.7062937062937
1.2,4,92,8.5,8300,11,6,6.2,13.2517482517483,12.1678321678322,68.9300699300699
0,0,83,11.3,6400,16.2,6.6,3.5,28.041958041958,19.1188811188811,67.5104895104895
17.4,4,103,12.6,7200,21.1,4.6,1.7,26.5804195804196,21.0769230769231,68.1328671328671
1.3,4,114,12.3,8200,18.8,7.4,4.1,19,15.8391608391608,67.6573426573427
0.6,4,109,12.9,7500,17.8,9.8,7.1,20.2937062937063,15,67.0559440559441
23.6,4,121,12,8700,16.8,9.8,7.7,14.9370629370629,14,70.9300699300699
23.3,4,127,11.1,9600,13,10.1,10,11.013986013986,10.6223776223776,80.3216783216783
0,0,106,10,8700,13.9,7.2,3.4,16,13.6363636363636,79.4475524475525
0,0,91,13,6400,19.2,6.2,2.6,36,28.4335664335664,77.5594405594406
0,0,91,14.1,5800,20.6,6.8,3.8,39.993006993007,29,75.5314685314685
0,0,91,15,5700,21.5,6.8,3.4,41,28.1678321678322,73.5454545454545
0,0,103,15.9,5900,22.5,6.9,3.6,42.9300699300699,28.3566433566434,71.5664335664336
0,0,118,18.3,5800,24.7,10.6,7.2,44.8041958041958,28.0769230769231,69.5734265734266
0,0,119,20.3,5400,27.9,11,7.4,50,29.0629370629371,67.6083916083916
0,0,135,20.9,5600,28.1,13.9,9.1,45.8041958041958,29.1258741258741,66.0559440559441
0.4,4,113,14.1,7000,20.5,8.2,5,29.006993006993,20.3496503496504,66.993006993007
0.5,4,81,9.9,6800,14,5.3,2.1,22.6363636363636,13.7972027972028,66.2447552447552
0,0,78,9.2,6800,14.5,4,1.1,28.4825174825175,15.5454545454545,65.2237762237762
0,0,83,10.1,6800,16,3.5,0.3,30.7202797202797,16.3006993006993,63.993006993007
0,0,84,11.3,6500,17.4,4.2,1.3,32.8601398601399,15.4405594405594,62.9230769230769
0,0,65,12.5,4600,17.7,7.3,3.1,42.0559440559441,19.3356643356643,61.6573426573427
0,0,69,13.2,4700,19.1,4.9,1,45.027972027972,18.2937062937063,60.3636363636364
0,0,80,15.5,4800,21.8,5.8,2.3,49.1818181818182,17.979020979021,59.3076923076923
0,0,93,18.2,4700,24.8,9.8,5.8,55.2447552447552,17.5454545454545,57.8951048951049
0,0,88,17.4,4500,22.3,11.6,7.5,56.6223776223776,15.7832167832168,56.8181818181818
0,0,77,16,4400,22,8.4,4.4,53.0979020979021,13.0979020979021,55.8531468531469
0,0,89,16.3,5000,23,8.2,4.3,51.034965034965,11.4195804195804,55.3426573426573
0,0,82,13.7,5500,18.8,8.2,4.8,43.3636363636364,8.57342657342657,54.6713286713287
0,0,87,12.9,6100,20.5,5.4,2.6,40.4055944055944,7.44755244755245,54.1048951048951
0,0,97,13.9,6300,19.3,8.4,5.5,34.3286713286713,6.01398601398601,53.7272727272727
0,0,99,13,6700,18.1,9.2,5.5,26.1398601398601,4,53.4755244755245
0,0,94,15.2,5700,22.5,6.3,3.2,43.6713286713287,6.88811188811189,52.951048951049
0,0,111,16.8,5900,22.1,9.4,6.2,44.2097902097902,6.32867132867133,52.5524475524476
0,0,98,14.3,6300,20.7,7.8,4.1,39,6.27272727272727,52.2797202797203
0.1,4,76,11.2,5900,16.4,6,2.7,35.7552447552448,9,51.958041958042
0.8,4,80,9.4,6800,14.2,4.8,1.4,30.013986013986,9,52.1328671328671
4.4,4,99,10.9,7600,15.8,5.1,1.3,26.0839160839161,15.3076923076923,54.5244755244755
9.7,4,155,15.4,8900,20.3,12.4,11.2,27.4825174825175,20.6573426573427,56.7552447552448
0.4,4,113,14.6,7000,19.6,10.8,9.8,36.8811188811189,20.5314685314685,55.7272727272727
12.5,4,132,14.8,7900,19,12.3,10.8,27.0839160839161,19.8671328671329,59.0559440559441
3.6,4,146,14.7,8700,19.8,9,6.8,30.0559440559441,27.013986013986,63.2167832167832
0.4,4,136,14.5,8200,20.2,7.8,6.1,24.3286713286713,19,62.4335664335664
0,0,164,19.3,7400,25,14.1,10.8,43.5944055944056,27.9020979020979,60.5804195804196
8,4,175,20.2,7600,26.9,14.6,11.7,38.4405594405594,31.3076923076923,62.7762237762238
0,0,159,18.2,7700,21.5,13.7,11.7,35.3426573426573,30.4895104895105,63.2937062937063
0,0,121,15.6,6900,21.3,11,8.7,31.6153846153846,24,62.0909090909091
0,0,122,18,6200,24.2,9.8,8,45.9230769230769,30.8461538461538,60.013986013986
0,0,134,17.1,6900,21.8,12.5,9.4,29.2867132867133,22,59.8671328671329
6.6,4,143,15.9,7900,19.7,12.5,9.8,27.3846153846154,24.1048951048951,60.958041958042
2.7,4,138,16.4,7500,21.2,13.4,13,37.7202797202797,34.1048951048951,61.972027972028
